events/idEvent,events/idSoccerXML,events/idAPIfootball,events/strEvent,events/strEventAlternate,events/strFilename,events/strSport,events/idLeague,events/strLeague,events/strSeason,events/strDescriptionEN,events/strHomeTeam,events/strAwayTeam,events/intHomeScore,events/intRound,events/intAwayScore,events/intSpectators,events/strOfficial,events/strTimestamp,events/dateEvent,events/dateEventLocal,events/strTime,events/strTimeLocal,events/strTVStation,events/idHomeTeam,events/idAwayTeam,events/intScore,events/intScoreVotes,events/strResult,events/strVenue,events/strCountry,events/strCity,events/strPoster,events/strSquare,events/strFanart,events/strThumb,events/strBanner,events/strMap,events/strTweet1,events/strTweet2,events/strTweet3,events/strVideo,events/strStatus,events/strPostponed,events/strLocked
602129,401980,157015,Liverpool vs Norwich,Norwich @ Liverpool,English Premier League 2019-08-09 Liverpool vs Norwich,Soccer,4328,English Premier League,2019-2020,,Liverpool,Norwich,4,1,1,,,2019-08-09T19:00:00+00:00,2019-08-09,,19:00:00,20:00:00,,133602,133608,,,,Anfield,,,,,,https://www.thesportsdb.com/images/media/event/thumb/mv7oni1565190477.jpg,,,,,,https://www.youtube.com/watch?v=5WWOpHQ1yJo,Match Finished,no,unlocked
602130,401981,157016,West Ham vs Man City,Man City @ West Ham,English Premier League 2019-08-10 West Ham vs Manchester City,Soccer,4328,English Premier League,2019-2020,,West Ham,Manchester City,0,1,5,,,2019-08-10T11:30:00+00:00,2019-08-10,,11:30:00,12:30:00,,133636,133613,,,,London Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/cgbjmr1565361856.jpg,,,,,,https://www.youtube.com/watch?v=VuEb0SzUNaI,Match Finished,no,unlocked
602131,401982,157017,Bournemouth vs Sheffield United,Sheffield United @ Bournemouth,English Premier League 2019-08-10 Bournemouth vs Sheffield United,Soccer,4328,English Premier League,2019-2020,,Bournemouth,Sheffield United,1,1,1,,,2019-08-10T14:00:00+00:00,2019-08-10,,14:00:00,15:00:00,,134301,133811,,,,Vitality Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/5rncnc1566644537.jpg,,,,,,https://www.youtube.com/watch?v=WzGN6uWqwQ4,Match Finished,no,unlocked
602132,401983,157018,Burnley vs Southampton,Southampton @ Burnley,English Premier League 2019-08-10 Burnley vs Southampton,Soccer,4328,English Premier League,2019-2020,,Burnley,Southampton,3,1,0,,,2019-08-10T14:00:00+00:00,2019-08-10,,14:00:00,15:00:00,,133623,134778,,,,Turf Moor,,,,,,https://www.thesportsdb.com/images/media/event/thumb/ibh8sg1565615267.jpg,,,,,,https://www.youtube.com/watch?v=NgsdWbCIQP4,Match Finished,no,unlocked
602133,401984,157019,Crystal Palace vs Everton,Everton @ Crystal Palace,English Premier League 2019-08-10 Crystal Palace vs Everton,Soccer,4328,English Premier League,2019-2020,,Crystal Palace,Everton,0,1,0,,,2019-08-10T14:00:00+00:00,2019-08-10,,14:00:00,15:00:00,,133632,133615,,,,Selhurst Park,,,,,,https://www.thesportsdb.com/images/media/event/thumb/4i0t7z1565391099.jpg,,,,,,https://www.youtube.com/watch?v=DvEz6wC4r5w,Match Finished,no,unlocked
602135,401986,157021,Watford vs Brighton,Brighton @ Watford,English Premier League 2019-08-10 Watford vs Brighton,Soccer,4328,English Premier League,2019-2020,,Watford,Brighton,0,1,3,,,2019-08-10T14:00:00+00:00,2019-08-10,,14:00:00,15:00:00,,133624,133619,,,,Vicarage Road,,,,,,https://www.thesportsdb.com/images/media/event/thumb/uq2d001566644674.jpg,,,,,,https://www.youtube.com/watch?v=EQe4D70MG3o,Match Finished,no,unlocked
602136,401987,157022,Tottenham vs Aston Villa,Aston Villa @ Tottenham,English Premier League 2019-08-10 Tottenham vs Aston Villa,Soccer,4328,English Premier League,2019-2020,,Tottenham,Aston Villa,3,1,1,,,2019-08-10T16:30:00+00:00,2019-08-10,,16:30:00,17:30:00,,133616,133601,,,,Tottenham Hotspur Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/eoxk8v1565427742.jpg,,,,,,https://www.youtube.com/watch?v=wthyUDmO1XU,Match Finished,no,unlocked
602134,401985,157020,Leicester vs Wolves,Wolves @ Leicester,English Premier League 2019-08-11 Leicester vs Wolves,Soccer,4328,English Premier League,2019-2020,,Leicester,Wolves,0,1,0,,,2019-08-11T13:00:00+00:00,2019-08-11,,13:00:00,14:00:00,,133626,133599,,,,King Power Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/b3bxs21565468159.jpg,,,,,,https://www.youtube.com/watch?v=ErimGWL_Nus,Match Finished,no,unlocked
602137,401988,157023,Newcastle vs Arsenal,Arsenal @ Newcastle,English Premier League 2019-08-11 Newcastle vs Arsenal,Soccer,4328,English Premier League,2019-2020,,Newcastle,Arsenal,0,1,1,,,2019-08-11T13:00:00+00:00,2019-08-11,,13:00:00,14:00:00,,134777,133604,,,,St. James' Park,,,,,,https://www.thesportsdb.com/images/media/event/thumb/6xh2t81565459720.jpg,,,,,,https://www.youtube.com/watch?v=nAJa0CPHMJo,Match Finished,no,unlocked
602138,401989,157024,Man United vs Chelsea,Chelsea @ Man United,English Premier League 2019-08-11 Manchester United vs Chelsea,Soccer,4328,English Premier League,2019-2020,,Manchester United,Chelsea,4,1,0,,,2019-08-11T15:30:00+00:00,2019-08-11,,15:30:00,16:30:00,,133612,133610,,,,Old Trafford,,,,,,https://www.thesportsdb.com/images/media/event/thumb/1awlij1565471240.jpg,,,,,,https://www.youtube.com/watch?v=i6Nc3QkF_DY,Match Finished,no,unlocked
602139,401990,157030,Man City vs Tottenham,Tottenham @ Man City,English Premier League 2019-08-17 Manchester City vs Tottenham,Soccer,4328,English Premier League,2019-2020,,Manchester City,Tottenham,2,2,2,,,2019-08-17T16:30:00+00:00,2019-08-17,,16:30:00,17:30:00,,133613,133616,,,,Etihad Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/ra2kp61565945755.jpg,,,,,,https://www.youtube.com/watch?v=eSxwP1Dqr84,Match Finished,no,unlocked
602140,401991,157031,Norwich vs Newcastle,Newcastle @ Norwich,English Premier League 2019-08-17 Norwich vs Newcastle,Soccer,4328,English Premier League,2019-2020,,Norwich,Newcastle,3,2,1,,,2019-08-17T14:00:00+00:00,2019-08-17,,14:00:00,15:00:00,,133608,134777,,,,Carrow Road,,,,,,https://www.thesportsdb.com/images/media/event/thumb/go5jt21565945228.jpg,,,,,,https://www.youtube.com/watch?v=2LGsX6jBRW8,Match Finished,no,unlocked
602141,401992,157025,Arsenal vs Burnley,Burnley @ Arsenal,English Premier League 2019-08-17 Arsenal vs Burnley,Soccer,4328,English Premier League,2019-2020,,Arsenal,Burnley,2,2,1,,,2019-08-17T11:30:00+00:00,2019-08-17,,11:30:00,12:30:00,,133604,133623,,,,Emirates Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/wjo9h71566038419.jpg,,,,,,https://www.youtube.com/watch?v=A0gyBvcCH0Y,Match Finished,no,unlocked
602143,401994,157026,Aston Villa vs Bournemouth,Bournemouth @ Aston Villa,English Premier League 2019-08-17 Aston Villa vs Bournemouth,Soccer,4328,English Premier League,2019-2020,,Aston Villa,Bournemouth,1,2,2,,,2019-08-17T14:00:00+00:00,2019-08-17,,14:00:00,15:00:00,,133601,134301,,,,Villa Park,,,,,,https://www.thesportsdb.com/images/media/event/thumb/u2mrkg1565944451.jpg,,,,,,https://www.youtube.com/watch?v=gbzt490rHjU,Match Finished,no,unlocked
602144,401995,157033,Southampton vs Liverpool,Liverpool @ Southampton,English Premier League 2019-08-17 Southampton vs Liverpool,Soccer,4328,English Premier League,2019-2020,,Southampton,Liverpool,1,2,2,,,2019-08-17T14:00:00+00:00,2019-08-17,,14:00:00,15:00:00,,134778,133602,,,,St. Mary's Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/46hc8n1565945468.jpg,,,,,,https://www.youtube.com/watch?v=QW57yPcSdA8,Match Finished,no,unlocked
602145,401996,157027,Brighton vs West Ham,West Ham @ Brighton,English Premier League 2019-08-17 Brighton vs West Ham,Soccer,4328,English Premier League,2019-2020,,Brighton,West Ham,1,2,1,,,2019-08-17T14:00:00+00:00,2019-08-17,,14:00:00,15:00:00,,133619,133636,,,,The American Express Community Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/h0jat01565944743.jpg,,,,,,https://www.youtube.com/watch?v=zPvr-E_MWnI,Match Finished,no,unlocked
602148,401999,157029,Everton vs Watford,Watford @ Everton,English Premier League 2019-08-17 Everton vs Watford,Soccer,4328,English Premier League,2019-2020,,Everton,Watford,1,2,0,,,2019-08-17T14:00:00+00:00,2019-08-17,,14:00:00,15:00:00,,133615,133624,,,,Goodison Park,,,,,,https://www.thesportsdb.com/images/media/event/thumb/gxts151565944980.jpg,,,,,,https://www.youtube.com/watch?v=ZYfgdyMHgog,Match Finished,no,unlocked
602142,401993,157032,Sheffield United vs Crystal Palace,Crystal Palace @ Sheffield United,English Premier League 2019-08-18 Sheffield United vs Crystal Palace,Soccer,4328,English Premier League,2019-2020,,Sheffield United,Crystal Palace,1,2,0,,,2019-08-18T13:00:00+00:00,2019-08-18,,13:00:00,14:00:00,,133811,133632,,,,Bramall Lane,,,,,,https://www.thesportsdb.com/images/media/event/thumb/n0gz5l1565946044.jpg,,,,,,https://www.youtube.com/watch?v=o8ym3Bg4hew,Match Finished,no,unlocked
602147,401998,157028,Chelsea vs Leicester,Leicester @ Chelsea,English Premier League 2019-08-18 Chelsea vs Leicester,Soccer,4328,English Premier League,2019-2020,,Chelsea,Leicester,1,2,1,,,2019-08-18T15:30:00+00:00,2019-08-18,,15:30:00,16:30:00,,133610,133626,,,,Stamford Bridge,,,,,,https://www.thesportsdb.com/images/media/event/thumb/a718vv1565946292.jpg,,,,,,https://www.youtube.com/watch?reload=9&v=xrH0972mGKI,Match Finished,no,unlocked
602146,401997,157034,Wolves vs Man United,Man United @ Wolves,English Premier League 2019-08-19 Wolves vs Manchester United,Soccer,4328,English Premier League,2019-2020,,Wolves,Manchester United,1,2,1,,,2019-08-19T19:00:00+00:00,2019-08-19,,19:00:00,20:00:00,,133599,133612,,,,Molineux Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/9lio661565946548.jpg,,,,,,https://www.youtube.com/watch?v=OaGEYrAhs0U,Match Finished,no,unlocked
602157,402008,157036,Aston Villa vs Everton,Everton @ Aston Villa,English Premier League 2019-08-23 Aston Villa vs Everton,Soccer,4328,English Premier League,2019-2020,,Aston Villa,Everton,2,3,0,,,2019-08-23T19:00:00+00:00,2019-08-23,,19:00:00,20:00:00,,133601,133615,,,,Villa Park,,,,,,https://www.thesportsdb.com/images/media/event/thumb/fcou171566545412.jpg,,,,,,https://www.youtube.com/watch?v=wX9xtOvLBd0,Match Finished,no,unlocked
602150,402001,157043,Watford vs West Ham,West Ham @ Watford,English Premier League 2019-08-24 Watford vs West Ham,Soccer,4328,English Premier League,2019-2020,Pre-season has not had the cleansing effect Watford would have hoped. The blistering downward spiral of results from the end of last season has bled into this. Javi Gracia needs a spark and Ismaïla Sarr’s defence-shredding pace could be exactly that if he makes his debut. West Ham will hope Sébastian Haller is fit to return and able to capitalise on any fragility that two defeats and no goals has engendered at Vicarage Road. Add Watford missing Troy Deeney’s leadership and you start to feel slightly nervous for Gracia. (The Guardian),Watford,West Ham,1,3,3,,,2019-08-24T14:00:00+00:00,2019-08-24,,14:00:00,15:00:00,,133624,133636,,,,Vicarage Road,,,,,,https://www.thesportsdb.com/images/media/event/thumb/p9eox41566545443.jpg,,,,,,https://www.youtube.com/watch?v=VcjScMogtM8,Match Finished,no,unlocked
602151,402002,157037,Brighton vs Southampton,Southampton @ Brighton,English Premier League 2019-08-24 Brighton vs Southampton,Soccer,4328,English Premier League,2019-2020,Southampton lost their opening two matches but tend to be tricky opposition for Brighton and will surely fancy their chances after Graham Potter’s attacking revolution stalled against West Ham. Kevin Danso could also debut to refresh Ralph Hassenhüttl’s defence – a unit that kept Liverpool in check for long periods last time out. The workout given to the backline should have them prepared to stifle Potter’s plans for keeping the good times rolling at the Amex. (The Guardian),Brighton,Southampton,0,3,2,,,2019-08-24T14:00:00+00:00,2019-08-24,,14:00:00,15:00:00,,133619,134778,,,,The American Express Community Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/h0dyt71566545491.jpg,,,,,,https://www.youtube.com/watch?v=vonzBYKO2Bo,Match Finished,no,unlocked
602153,402004,157038,Liverpool vs Arsenal,Arsenal @ Liverpool,English Premier League 2019-08-24 Liverpool vs Arsenal,Soccer,4328,English Premier League,2019-2020,"Both teams have made a 100% start to the new season but it will require a first win at Anfield for seven years, or a rare display of substance at least, for the visitors’ credentials to be taken seriously. Arsenal’s last three visits to Liverpool have produced 5-1, 4-0 and 3-1 defeats. There was another 5-1 humiliation in 2014 after Arsène Wenger’s team started the day as Premier League leaders. Arsenal’s quality up front could test a Liverpool defence that has not quite recaptured last season’s form.(The Guardian)",Liverpool,Arsenal,3,3,1,,,2019-08-24T16:30:00+00:00,2019-08-24,,16:30:00,17:30:00,,133602,133604,,,,Anfield,,,,,,https://www.thesportsdb.com/images/media/event/thumb/55cc4q1566545521.jpg,,,,,,https://www.youtube.com/watch?v=TyKlplmkJVQ,Match Finished,no,unlocked
602154,402005,157039,Man United vs Crystal Palace,Crystal Palace @ Man United,English Premier League 2019-08-24 Manchester United vs Crystal Palace,Soccer,4328,English Premier League,2019-2020,After two matches the way Ole Gunnar Solskjær wants Manchester United to play is clear and he will hope this high-energy pressing game can break down Crystal Palace. Roy Hodgson’s side lost at Sheffield United in their last match and are seeking to bounce back yet this is an opponent Solskjær’s men will be disappointed not to beat at Old Trafford.(The Guardian),Manchester United,Crystal Palace,1,3,2,,,2019-08-24T14:00:00+00:00,2019-08-24,,14:00:00,15:00:00,,133612,133632,,,,Old Trafford,,,,,,https://www.thesportsdb.com/images/media/event/thumb/icbwmt1566545544.jpg,,,,,,https://www.youtube.com/watch?v=C7PQvKXP_dU,Match Finished,no,unlocked
602155,402006,157040,Norwich vs Chelsea,Chelsea @ Norwich,English Premier League 2019-08-24 Norwich vs Chelsea,Soccer,4328,English Premier League,2019-2020,"Daniel Farke found himself in the odd situation of having to play down expectations before Chelsea’s visit to Carrow Road. “Listen, we spent less than £1m this summer,” he said, “Chelsea are the Europa League winners. We remain underdogs.” That the German has to issue such a reminder is a reflection on the quality of Norwich’s victory over Newcastle, but also the stuttering start of Frank Lampard’s side. There is more consternation for Lampard with the news that N’Golo Kanté is a doubt for the match, while Antonio Rüdiger remains unavailable. Norwich look set to name an unchanged side.(The Guardian)",Norwich,Chelsea,2,3,3,,,2019-08-24T11:30:00+00:00,2019-08-24,,11:30:00,12:30:00,,133608,133610,,,,Carrow Road,,,,,,https://www.thesportsdb.com/images/media/event/thumb/xfktl21566545567.jpg,,,,,,https://www.youtube.com/watch?v=QmIN7bUZ_cU,Match Finished,no,unlocked
602156,402007,157041,Sheffield United vs Leicester,Leicester @ Sheffield United,English Premier League 2019-08-24 Sheffield United vs Leicester,Soccer,4328,English Premier League,2019-2020,"Sheffield United have enjoyed an impressive reintroduction to Premier League life but their manager, Chris Wilder, is rightly wary about the threat posed by Jamie Vardy. Like Wilder, Leicester’s star striker, is from Sheffield and began his career in non-league circles but there is one key difference; Vardy grew up supporting Wednesday. “I just hope a certain lad who supports the other firm down the road waits one more game before he scores his first goal of the season,” said Sheffield United’s manager. “We’ll have to be at our best to stop Jamie – and Leicester.”(The Guardian)",Sheffield United,Leicester,1,3,2,,,2019-08-24T14:00:00+00:00,2019-08-24,,14:00:00,15:00:00,,133811,133626,,,,Bramall Lane,,,,,,https://www.thesportsdb.com/images/media/event/thumb/n6sbef1566545593.jpg,,,,,,https://www.youtube.com/watch?v=4BomzVu-xyo,Match Finished,no,unlocked
602149,402000,157035,Bournemouth vs Man City,Man City @ Bournemouth,English Premier League 2019-08-25 Bournemouth vs Manchester City,Soccer,4328,English Premier League,2019-2020,"Can Bournemouth stop Manchester City? Probably not. Eight defeats from eight meetings in the Premier League speaks for itself. How Pep Guardiola’s side respond to completely dominating Tottenham but failing to win is key. If profligacy is again the order of the day then Eddie Howe could spring a surprise. A rather large if, however, considering the embarrassment of talent at Guardiola’s disposal.(The Guardian)",Bournemouth,Manchester City,1,3,3,,,2019-08-25T13:00:00+00:00,2019-08-25,,13:00:00,14:00:00,,134301,133613,,,,Vitality Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/dxyq3e1566545623.jpg,,,,,,https://www.youtube.com/watch?v=wyKzN_SJJbo,Match Finished,no,unlocked
602152,402003,157044,Wolves vs Burnley,Burnley @ Wolves,English Premier League 2019-08-25 Wolves vs Burnley,Soccer,4328,English Premier League,2019-2020,"So far Wolves have combined domestic and European duties very impressively. Their squad has shown enough depth – thanks partly to Adama Traoré’s terrific improvement – to suggest that Nuno Espírito Santo could make some alterations to the lineup that achieved an excellent win at Torino on Thursday and still be confident of securing a first Premier League win of the season. Burnley, however, will be troublesome visitors so this will be a serious test. (Paul Doyle-The Guardian)",Wolves,Burnley,1,3,1,,,2019-08-25T15:30:00+00:00,2019-08-25,,15:30:00,16:30:00,,133599,133623,,,,Molineux Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/iufinu1566545644.jpg,,,,,,https://www.youtube.com/watch?v=Th_XviD8idQ,Match Finished,no,unlocked
602158,402009,157042,Tottenham vs Newcastle,Newcastle @ Tottenham,English Premier League 2019-08-25 Tottenham vs Newcastle,Soccer,4328,English Premier League,2019-2020,"Two games in and Steve Bruce feels backed into a corner. It was always going to be tough to take over from Rafael Benítez but the manner Newcastle’s defeat at Norwich appeared to crystalise the supporters’ worst fears. Where Benítez’s team would be ferociously well drilled on the road, Bruce’s was picked apart. A result might be beyond Newcastle at Tottenham but signs of cohesion and attacking punch are urgently needed. (David Hytne- The Guardian)",Tottenham,Newcastle,0,3,1,,,2019-08-25T15:30:00+00:00,2019-08-25,,15:30:00,16:30:00,,133616,134777,,,,Tottenham Hotspur Stadium,,,,,,https://www.thesportsdb.com/images/media/event/thumb/jixnvd1566545666.jpg,,,,,,https://www.youtube.com/watch?v=Y32usXO8I_c,Match Finished,no,unlocked
