id_partido;nombre_partido;partido_torneo;IdLiga;torneo;temporada;descripcion_partido;EquipoLocal;EquipoVisitante;GolLocal;fecha_torneo;GolVisitante;espectadores;fecha_hora_partido;fecha_partido;hora_partido;fecha_hora_partido;Id_EquipoLocal;Id_EquipoVisitante;estadio;pais;ciudad;poster_partido;imagen_partido;partido_fanart;partido_thumb;partido_banner;partido_video;estado_partido;partido_pospuesto
508970;Tottenham vs Middlesbrough;English Premier League 2017-02-04 Tottenham vs Middlesbrough;4328;English Premier League;2016-2017;;Tottenham;Middlesbrough;1;24;0;0;;4/2/2017;17:30:00+00:00;;133616;133628;;;;https://www.thesportsdb.com/images/media/event/poster/9llbmz1485691151.jpg;;;;;;;no
508966;Leicester vs Man United;English Premier League 2017-02-04 Leicester vs Manchester United;4328;English Premier League;2016-2017;;Leicester;Manchester United;0;24;3;0;;5/2/2017;16:00:00+00:00;;133626;133612;;;;https://www.thesportsdb.com/images/media/event/poster/5v50xn1485703252.jpg;;;;;;;no
508967;Man City vs Swansea;English Premier League 2017-02-04 Manchester City vs Swansea;4328;English Premier League;2016-2017;;Manchester City;Swansea;2;24;1;0;;5/2/2017;13:30:00+00:00;;133613;133614;;;;https://www.thesportsdb.com/images/media/event/poster/3eqeg81485707062.jpg;;;;;;;no
508971;Man United vs Watford;English Premier League 2017-02-11 Manchester United vs Watford;4328;English Premier League;2016-2017;;Manchester United;Watford;2;25;0;0;;11/2/2017;15:00:00+00:00;;133612;133624;;;;;;;;;;;no
508972;Middlesbrough vs Everton;English Premier League 2017-02-11 Middlesbrough vs Everton;4328;English Premier League;2016-2017;;Middlesbrough;Everton;0;25;0;0;;11/2/2017;15:00:00+00:00;;133628;133615;;;;;;;;;;;no
508973;Stoke vs Crystal Palace;English Premier League 2017-02-11 Stoke vs Crystal Palace;4328;English Premier League;2016-2017;;Stoke;Crystal Palace;1;25;0;0;;11/2/2017;15:00:00+00:00;;133609;133632;;;;;;;;;;;no
508974;Arsenal vs Hull;English Premier League 2017-02-11 Arsenal vs Hull;4328;English Premier League;2016-2017;;Arsenal;Hull;2;25;0;0;;11/2/2017;12:30:00+00:00;;133604;133617;;;;https://www.thesportsdb.com/images/media/event/poster/ksjys81485707197.jpg;;;;;;;no
508975;Sunderland vs Southampton;English Premier League 2017-02-11 Sunderland vs Southampton;4328;English Premier League;2016-2017;;Sunderland;Southampton;0;25;4;0;;11/2/2017;15:00:00+00:00;;133603;134778;;;;;;;;;;;no
508979;West Ham vs West Brom;English Premier League 2017-02-11 West Ham vs West Brom;4328;English Premier League;2016-2017;;West Ham;West Brom;2;25;2;0;;11/2/2017;15:00:00+00:00;;133636;133611;;;;;;;;;;;no
508980;Liverpool vs Tottenham;English Premier League 2017-02-11 Liverpool vs Tottenham;4328;English Premier League;2016-2017;;Liverpool;Tottenham;2;25;0;0;;11/2/2017;17:30:00+00:00;;133602;133616;;;;https://www.thesportsdb.com/images/media/event/poster/mg4o2l1485705299.jpg;;;;;;;no
508977;Swansea vs Leicester;English Premier League 2017-02-11 Swansea vs Leicester;4328;English Premier League;2016-2017;;Swansea;Leicester;2;25;0;0;;12/2/2017;16:00:00+00:00;;133614;133626;;;;https://www.thesportsdb.com/images/media/event/poster/zeivwy1485707715.jpg;;;;;;;no
508978;Burnley vs Chelsea;English Premier League 2017-02-11 Burnley vs Chelsea;4328;English Premier League;2016-2017;;Burnley;Chelsea;1;25;1;0;;12/2/2017;13:30:00+00:00;;133623;133610;;;;https://www.thesportsdb.com/images/media/event/poster/3m5qpi1485707451.jpg;;;;;;;no
508976;Bournemouth vs Man City;English Premier League 2017-02-11 Bournemouth vs Manchester City;4328;English Premier League;2016-2017;;Bournemouth;Manchester City;0;25;2;0;;13/2/2017;20:00:00+00:00;;134301;133613;;;;https://www.thesportsdb.com/images/media/event/poster/8q8qbl1485708066.jpg;;;;;;;no
508981;Chelsea vs Swansea;English Premier League 2017-02-25 Chelsea vs Swansea;4328;English Premier League;2016-2017;;Chelsea;Swansea;3;26;1;0;;25/2/2017;15:00:00+00:00;;133610;133614;;;;;;;;;;;no
508983;Crystal Palace vs Middlesbrough;English Premier League 2017-02-25 Crystal Palace vs Middlesbrough;4328;English Premier League;2016-2017;;Crystal Palace;Middlesbrough;1;26;0;0;;25/2/2017;15:00:00+00:00;;133632;133628;;;;;;;;;;;no
508984;Watford vs West Ham;English Premier League 2017-02-25 Watford vs West Ham;4328;English Premier League;2016-2017;;Watford;West Ham;1;26;1;0;;25/2/2017;17:30:00+00:00;;133624;133636;;;;https://www.thesportsdb.com/images/media/event/poster/m9knhv1486150750.jpg;;;;;;;no
508985;Everton vs Sunderland;English Premier League 2017-02-25 Everton vs Sunderland;4328;English Premier League;2016-2017;;Everton;Sunderland;2;26;0;0;;25/2/2017;15:00:00+00:00;;133615;133603;;;;;;;;;;;no
508986;West Brom vs Bournemouth;English Premier League 2017-02-25 West Brom vs Bournemouth;4328;English Premier League;2016-2017;;West Brom;Bournemouth;2;26;1;0;;25/2/2017;15:00:00+00:00;;133611;134301;;;;;;;;;;;no
508987;Hull vs Burnley;English Premier League 2017-02-25 Hull vs Burnley;4328;English Premier League;2016-2017;;Hull;Burnley;1;26;1;0;;25/2/2017;15:00:00+00:00;;133617;133623;;;;;;;;;;;no
508982;Tottenham vs Stoke;English Premier League 2017-02-25 Tottenham vs Stoke;4328;English Premier League;2016-2017;;Tottenham;Stoke;4;26;0;0;;26/2/2017;13:30:00+00:00;;133616;133609;;;;https://www.thesportsdb.com/images/media/event/poster/ym94zf1485708289.jpg;;;;;;;no
508988;Leicester vs Liverpool;English Premier League 2017-02-25 Leicester vs Liverpool;4328;English Premier League;2016-2017;;Leicester;Liverpool;3;26;1;0;;27/2/2017;20:00:00+00:00;;133626;133602;;;;https://www.thesportsdb.com/images/media/event/poster/fyznek1485708428.jpg;;;;;;;no
508991;Stoke vs Middlesbrough;English Premier League 2017-03-04 Stoke vs Middlesbrough;4328;English Premier League;2016-2017;;Stoke;Middlesbrough;2;27;0;0;;4/3/2017;15:00:00+00:00;;133609;133628;;;;;;;;;;;no
508993;Swansea vs Burnley;English Premier League 2017-03-04 Swansea vs Burnley;4328;English Premier League;2016-2017;;Swansea;Burnley;3;27;2;0;;4/3/2017;15:00:00+00:00;;133614;133623;;;;;;;;;;;no
508995;Leicester vs Hull;English Premier League 2017-03-04 Leicester vs Hull;4328;English Premier League;2016-2017;;Leicester;Hull;3;27;1;0;;4/3/2017;15:00:00+00:00;;133626;133617;;;;;;;;;;;no
508996;Watford vs Southampton;English Premier League 2017-03-04 Watford vs Southampton;4328;English Premier League;2016-2017;;Watford;Southampton;3;27;4;0;;4/3/2017;15:00:00+00:00;;133624;134778;;;;;;;;;;;no
508997;Liverpool vs Arsenal;English Premier League 2017-03-04 Liverpool vs Arsenal;4328;English Premier League;2016-2017;;Liverpool;Arsenal;3;27;1;0;;4/3/2017;17:30:00+00:00;;133602;133604;;;;;;;;;;;no
508998;West Brom vs Crystal Palace;English Premier League 2017-03-04 West Brom vs Crystal Palace;4328;English Premier League;2016-2017;;West Brom;Crystal Palace;0;27;2;0;;4/3/2017;15:00:00+00:00;;133611;133632;;;;;;;;;;;no
508999;Man United vs Bournemouth;English Premier League 2017-03-04 Manchester United vs Bournemouth;4328;English Premier League;2016-2017;;Manchester United;Bournemouth;1;27;1;0;;4/3/2017;12:30:00+00:00;;133612;134301;;;;https://www.thesportsdb.com/images/media/event/poster/jzi9ek1485708558.jpg;;;;;;;no
508992;Sunderland vs Man City;English Premier League 2017-03-04 Sunderland vs Manchester City;4328;English Premier League;2016-2017;;Sunderland;Manchester City;0;27;2;0;;5/3/2017;16:00:00+00:00;;133603;133613;;;;;;;;;;;no
508994;Tottenham vs Everton;English Premier League 2017-03-04 Tottenham vs Everton;4328;English Premier League;2016-2017;;Tottenham;Everton;3;27;2;0;;5/3/2017;13:30:00+00:00;;133616;133615;;;;;;;;;;;no
509000;West Ham vs Chelsea;English Premier League 2017-03-04 West Ham vs Chelsea;4328;English Premier League;2016-2017;;West Ham;Chelsea;1;27;2;0;;6/3/2017;20:00:00+00:00;;133636;133610;;;;;;;;;;;no
509003;Man City vs Stoke;English Premier League 2017-03-11 Manchester City vs Stoke;4328;English Premier League;2016-2017;;Manchester City;Stoke;0;28;0;0;;8/3/2017;20:00:00+00:00;;133613;133609;;;;;;;;;;;no
509001;Hull vs Swansea;English Premier League 2017-03-11 Hull vs Swansea;4328;English Premier League;2016-2017;;Hull;Swansea;2;28;1;0;;11/3/2017;15:00:00+00:00;;133617;133614;;;;;;;;;;;no
509004;Bournemouth vs West Ham;English Premier League 2017-03-11 Bournemouth vs West Ham;4328;English Premier League;2016-2017;;Bournemouth;West Ham;3;28;2;0;;11/3/2017;15:00:00+00:00;;134301;133636;;;;;;;;;;;no
509009;Everton vs West Brom;English Premier League 2017-03-11 Everton vs West Brom;4328;English Premier League;2016-2017;;Everton;West Brom;3;28;0;0;;11/3/2017;15:00:00+00:00;;133615;133611;;;;;;;;;;;no
509010;Liverpool vs Burnley;English Premier League 2017-03-12 Liverpool vs Burnley;4328;English Premier League;2016-2017;;Liverpool;Burnley;2;28;1;0;;12/3/2017;16:00:00+00:00;;133602;133623;;;;;;;;;;;no
509011;Everton vs Hull;English Premier League 2017-03-18 Everton vs Hull;4328;English Premier League;2016-2017;;Everton;Hull;4;29;0;0;;18/3/2017;15:00:00+00:00;;133615;133617;;;;;;;;;;;no
509012;West Ham vs Leicester;English Premier League 2017-03-18 West Ham vs Leicester;4328;English Premier League;2016-2017;;West Ham;Leicester;2;29;3;0;;18/3/2017;15:00:00+00:00;;133636;133626;;;;;;;;;;;no
509015;Stoke vs Chelsea;English Premier League 2017-03-18 Stoke vs Chelsea;4328;English Premier League;2016-2017;;Stoke;Chelsea;1;29;2;0;;18/3/2017;15:00:00+00:00;;133609;133610;;;;;;;;;;;no
509016;Sunderland vs Burnley;English Premier League 2017-03-18 Sunderland vs Burnley;4328;English Premier League;2016-2017;;Sunderland;Burnley;0;29;0;0;;18/3/2017;15:00:00+00:00;;133603;133623;;;;;;;;;;;no
509017;Bournemouth vs Swansea;English Premier League 2017-03-18 Bournemouth vs Swansea;4328;English Premier League;2016-2017;;Bournemouth;Swansea;2;29;0;0;;18/3/2017;17:30:00+00:00;;134301;133614;;;;https://www.thesportsdb.com/images/media/event/poster/a7wehz1485705530.jpg;;;;;;;no
509019;Crystal Palace vs Watford;English Premier League 2017-03-18 Crystal Palace vs Watford;4328;English Premier League;2016-2017;;Crystal Palace;Watford;1;29;0;0;;18/3/2017;15:00:00+00:00;;133632;133624;;;;;;;;;;;no
509020;West Brom vs Arsenal;English Premier League 2017-03-18 West Brom vs Arsenal;4328;English Premier League;2016-2017;;West Brom;Arsenal;3;29;1;0;;18/3/2017;12:30:00+00:00;;133611;133604;;;;;;;;;;;no
509013;Man City vs Liverpool;English Premier League 2017-03-18 Manchester City vs Liverpool;4328;English Premier League;2016-2017;;Manchester City;Liverpool;1;29;1;0;;19/3/2017;16:30:00+00:00;;133613;133602;;;;https://www.thesportsdb.com/images/media/event/poster/c5qmyt1485701812.jpg;;;;;;;no
509014;Middlesbrough vs Man United;English Premier League 2017-03-18 Middlesbrough vs Manchester United;4328;English Premier League;2016-2017;;Middlesbrough;Manchester United;1;29;3;0;;19/3/2017;12:00:00+00:00;;133628;133612;;;;https://www.thesportsdb.com/images/media/event/poster/91fyd81485706711.jpg;;;;;;;no
509018;Tottenham vs Southampton;English Premier League 2017-03-18 Tottenham vs Southampton;4328;English Premier League;2016-2017;;Tottenham;Southampton;2;29;1;0;;19/3/2017;14:15:00+00:00;;133616;134778;;;;https://www.thesportsdb.com/images/media/event/poster/h2m62o1485702077.jpg;;;;;;;no
509021;Liverpool vs Everton;English Premier League 2017-04-01 Liverpool vs Everton;4328;English Premier League;2016-2017;;Liverpool;Everton;3;30;1;0;;1/4/2017;11:30:00+00:00;;133602;133615;;;;;;;;;;;no
509022;Man United vs West Brom;English Premier League 2017-04-01 Manchester United vs West Brom;4328;English Premier League;2016-2017;;Manchester United;West Brom;0;30;0;0;;1/4/2017;14:00:00+00:00;;133612;133611;;;;;;;;;;;no
509024;Southampton vs Bournemouth;English Premier League 2017-04-01 Southampton vs Bournemouth;4328;English Premier League;2016-2017;;Southampton;Bournemouth;0;30;0;0;;1/4/2017;16:30:00+00:00;;134778;134301;;;;;;;;;;;no
509025;Burnley vs Tottenham;English Premier League 2017-04-01 Burnley vs Tottenham;4328;English Premier League;2016-2017;;Burnley;Tottenham;0;30;2;0;;1/4/2017;14:00:00+00:00;;133623;133616;;;;;;;;;;;no
509027;Chelsea vs Crystal Palace;English Premier League 2017-04-01 Chelsea vs Crystal Palace;4328;English Premier League;2016-2017;;Chelsea;Crystal Palace;1;30;2;0;;1/4/2017;14:00:00+00:00;;133610;133632;;;;;;;;;;;no
509028;Watford vs Sunderland;English Premier League 2017-04-01 Watford vs Sunderland;4328;English Premier League;2016-2017;;Watford;Sunderland;1;30;0;0;;1/4/2017;14:00:00+00:00;;133624;133603;;;;;;;;;;;no
509029;Hull vs West Ham;English Premier League 2017-04-01 Hull vs West Ham;4328;English Premier League;2016-2017;;Hull;West Ham;2;30;1;0;;1/4/2017;14:00:00+00:00;;133617;133636;;;;;;;;;;;no
509030;Leicester vs Stoke;English Premier League 2017-04-01 Leicester vs Stoke;4328;English Premier League;2016-2017;;Leicester;Stoke;2;30;0;0;;1/4/2017;14:00:00+00:00;;133626;133609;;;;;;;;;;;no
509023;Arsenal vs Man City;English Premier League 2017-04-01 Arsenal vs Manchester City;4328;English Premier League;2016-2017;;Arsenal;Manchester City;2;30;2;0;;2/4/2017;15:00:00+00:00;;133604;133613;;;;;;;;;;;no
509026;Swansea vs Middlesbrough;English Premier League 2017-04-01 Swansea vs Middlesbrough;4328;English Premier League;2016-2017;;Swansea;Middlesbrough;0;30;0;0;;2/4/2017;12:30:00+00:00;;133614;133628;;;;;;;;;;;no
509031;Burnley vs Stoke;English Premier League 2017-04-04 Burnley vs Stoke;4328;English Premier League;2016-2017;;Burnley;Stoke;1;31;0;0;;4/4/2017;18:45:00+00:00;;133623;133609;;;;;;;;;;;no
509033;Leicester vs Sunderland;English Premier League 2017-04-04 Leicester vs Sunderland;4328;English Premier League;2016-2017;;Leicester;Sunderland;2;31;0;0;;4/4/2017;18:45:00+00:00;;133626;133603;;;;;;;;;;;no
509035;Watford vs West Brom;English Premier League 2017-04-04 Watford vs West Brom;4328;English Premier League;2016-2017;;Watford;West Brom;2;31;0;0;;4/4/2017;18:45:00+00:00;;133624;133611;;;;;;;;;;;no
509037;Man United vs Everton;English Premier League 2017-04-04 Manchester United vs Everton;4328;English Premier League;2016-2017;;Manchester United;Everton;1;31;1;0;;4/4/2017;19:00:00+00:00;;133612;133615;;;;;;;;;;;no
509032;Hull vs Middlesbrough;English Premier League 2017-04-04 Hull vs Middlesbrough;4328;English Premier League;2016-2017;;Hull;Middlesbrough;4;31;2;0;;5/4/2017;18:45:00+00:00;;133617;133628;;;;;;;;;;;no
509034;Swansea vs Tottenham;English Premier League 2017-04-04 Swansea vs Tottenham;4328;English Premier League;2016-2017;;Swansea;Tottenham;1;31;3;0;;5/4/2017;18:45:00+00:00;;133614;133616;;;;;;;;;;;no
509036;Arsenal vs West Ham;English Premier League 2017-04-04 Arsenal vs West Ham;4328;English Premier League;2016-2017;;Arsenal;West Ham;3;31;0;0;;5/4/2017;18:45:00+00:00;;133604;133636;;;;;;;;;;;no
509038;Southampton vs Crystal Palace;English Premier League 2017-04-05 Southampton vs Crystal Palace;4328;English Premier League;2016-2017;;Southampton;Crystal Palace;3;31;1;0;;5/4/2017;18:45:00+00:00;;134778;133632;;;;;;;;;;;no
509039;Chelsea vs Man City;English Premier League 2017-04-05 Chelsea vs Manchester City;4328;English Premier League;2016-2017;;Chelsea;Manchester City;2;31;1;0;;5/4/2017;19:00:00+00:00;;133610;133613;;;;;;;;;;;no
509040;Liverpool vs Bournemouth;English Premier League 2017-04-05 Liverpool vs Bournemouth;4328;English Premier League;2016-2017;;Liverpool;Bournemouth;2;31;2;0;;5/4/2017;19:00:00+00:00;;133602;134301;;;;;;;;;;;no
509041;Middlesbrough vs Burnley;English Premier League 2017-04-08 Middlesbrough vs Burnley;4328;English Premier League;2016-2017;;Middlesbrough;Burnley;0;32;0;0;;8/4/2017;14:00:00+00:00;;133628;133623;;;;;;;;;;;no
509042;Stoke vs Liverpool;English Premier League 2017-04-08 Stoke vs Liverpool;4328;English Premier League;2016-2017;;Stoke;Liverpool;1;32;2;0;;8/4/2017;14:00:00+00:00;;133609;133602;;;;;;;;;;;no
509044;Bournemouth vs Chelsea;English Premier League 2017-04-08 Bournemouth vs Chelsea;4328;English Premier League;2016-2017;;Bournemouth;Chelsea;1;32;3;0;;8/4/2017;16:30:00+00:00;;134301;133610;;;;;;;;;;;no
509045;Tottenham vs Watford;English Premier League 2017-04-08 Tottenham vs Watford;4328;English Premier League;2016-2017;;Tottenham;Watford;4;32;0;0;;8/4/2017;11:30:00+00:00;;133616;133624;;;;;;;;;;;no
509047;West Brom vs Southampton;English Premier League 2017-04-08 West Brom vs Southampton;4328;English Premier League;2016-2017;;West Brom;Southampton;0;32;1;0;;8/4/2017;14:00:00+00:00;;133611;134778;;;;;;;;;;;no
509049;West Ham vs Swansea;English Premier League 2017-04-08 West Ham vs Swansea;4328;English Premier League;2016-2017;;West Ham;Swansea;1;32;0;0;;8/4/2017;14:00:00+00:00;;133636;133614;;;;;;;;;;;no
509050;Man City vs Hull;English Premier League 2017-04-08 Manchester City vs Hull;4328;English Premier League;2016-2017;;Manchester City;Hull;3;32;1;0;;8/4/2017;14:00:00+00:00;;133613;133617;;;;;;;;;;;no
509043;Sunderland vs Man United;English Premier League 2017-04-08 Sunderland vs Manchester United;4328;English Premier League;2016-2017;;Sunderland;Manchester United;0;32;3;0;;9/4/2017;12:30:00+00:00;;133603;133612;;;;;;;;;;;no
509048;Everton vs Leicester;English Premier League 2017-04-08 Everton vs Leicester;4328;English Premier League;2016-2017;;Everton;Leicester;4;32;2;0;;9/4/2017;15:00:00+00:00;;133615;133626;;;;;;;;;;;no
509046;Crystal Palace vs Arsenal;English Premier League 2017-04-08 Crystal Palace vs Arsenal;4328;English Premier League;2016-2017;;Crystal Palace;Arsenal;3;32;0;0;;10/4/2017;19:00:00+00:00;;133632;133604;;;;;;;;;;;no
509051;Crystal Palace vs Leicester;English Premier League 2017-04-15 Crystal Palace vs Leicester;4328;English Premier League;2016-2017;;Crystal Palace;Leicester;2;33;2;0;;15/4/2017;14:00:00+00:00;;133632;133626;;;;;;;;;;;no
509052;Tottenham vs Bournemouth;English Premier League 2017-04-15 Tottenham vs Bournemouth;4328;English Premier League;2016-2017;;Tottenham;Bournemouth;4;33;0;0;;15/4/2017;11:30:00+00:00;;133616;134301;;;;;;;;;;;no
509053;Everton vs Burnley;English Premier League 2017-04-15 Everton vs Burnley;4328;English Premier League;2016-2017;;Everton;Burnley;3;33;1;0;;15/4/2017;14:00:00+00:00;;133615;133623;;;;;;;;;;;no
509054;Watford vs Swansea;English Premier League 2017-04-15 Watford vs Swansea;4328;English Premier League;2016-2017;;Watford;Swansea;1;33;0;0;;15/4/2017;14:00:00+00:00;;133624;133614;;;;;;;;;;;no
509057;Southampton vs Man City;English Premier League 2017-04-15 Southampton vs Manchester City;4328;English Premier League;2016-2017;;Southampton;Manchester City;0;33;3;0;;15/4/2017;16:30:00+00:00;;134778;133613;;;;;;;;;;;no
509058;Stoke vs Hull;English Premier League 2017-04-15 Stoke vs Hull;4328;English Premier League;2016-2017;;Stoke;Hull;3;33;1;0;;15/4/2017;14:00:00+00:00;;133609;133617;;;;;;;;;;;no
509059;Sunderland vs West Ham;English Premier League 2017-04-15 Sunderland vs West Ham;4328;English Premier League;2016-2017;;Sunderland;West Ham;2;33;2;0;;15/4/2017;14:00:00+00:00;;133603;133636;;;;;;;;;;;no
509055;Man United vs Chelsea;English Premier League 2017-04-15 Manchester United vs Chelsea;4328;English Premier League;2016-2017;;Manchester United;Chelsea;2;33;0;0;;16/4/2017;15:00:00+00:00;;133612;133610;;;;;;;;;;;no
509060;West Brom vs Liverpool;English Premier League 2017-04-16 West Brom vs Liverpool;4328;English Premier League;2016-2017;;West Brom;Liverpool;0;33;1;0;;16/4/2017;12:30:00+00:00;;133611;133602;;;;;;;;;;;no
509056;Middlesbrough vs Arsenal;English Premier League 2017-04-15 Middlesbrough vs Arsenal;4328;English Premier League;2016-2017;;Middlesbrough;Arsenal;1;33;2;0;;17/4/2017;19:00:00+00:00;;133628;133604;;;;;;;;;;;no
509062;Hull vs Watford;English Premier League 2017-04-22 Hull vs Watford;4328;English Premier League;2016-2017;;Hull;Watford;2;34;0;0;;22/4/2017;14:00:00+00:00;;133617;133624;;;;;;;;;;;no
509067;Bournemouth vs Middlesbrough;English Premier League 2017-04-22 Bournemouth vs Middlesbrough;4328;English Premier League;2016-2017;;Bournemouth;Middlesbrough;4;34;0;0;;22/4/2017;14:00:00+00:00;;134301;133628;;;;;;;;;;;no
509068;Swansea vs Stoke;English Premier League 2017-04-22 Swansea vs Stoke;4328;English Premier League;2016-2017;;Swansea;Stoke;2;34;0;0;;22/4/2017;14:00:00+00:00;;133614;133609;;;;;;;;;;;no
509070;West Ham vs Everton;English Premier League 2017-04-22 West Ham vs Everton;4328;English Premier League;2016-2017;;West Ham;Everton;0;34;0;0;;22/4/2017;14:00:00+00:00;;133636;133615;;;;;;;;;;;no
509064;Liverpool vs Crystal Palace;English Premier League 2017-04-22 Liverpool vs Crystal Palace;4328;English Premier League;2016-2017;;Liverpool;Crystal Palace;1;34;2;0;;23/4/2017;15:30:00+00:00;;133602;133632;;;;;;;;;;;no
509069;Burnley vs Man United;English Premier League 2017-04-22 Burnley vs Manchester United;4328;English Premier League;2016-2017;;Burnley;Manchester United;0;34;2;0;;23/4/2017;13:15:00+00:00;;133623;133612;;;;;;;;;;;no
509061;Chelsea vs Southampton;English Premier League 2017-04-22 Chelsea vs Southampton;4328;English Premier League;2016-2017;;Chelsea;Southampton;4;34;2;0;;25/4/2017;18:45:00+00:00;;133610;134778;;;;;;;;;;;no
509002;Arsenal vs Leicester;English Premier League 2017-03-11 Arsenal vs Leicester;4328;English Premier League;2016-2017;;Arsenal;Leicester;1;28;0;0;;26/4/2017;18:45:00+00:00;;133604;133626;;;;;;;;;;;no
509005;Middlesbrough vs Sunderland;English Premier League 2017-03-11 Middlesbrough vs Sunderland;4328;English Premier League;2016-2017;;Middlesbrough;Sunderland;1;28;0;0;;26/4/2017;18:45:00+00:00;;133628;133603;;;;;;;;;;;no
509008;Crystal Palace vs Tottenham;English Premier League 2017-03-11 Crystal Palace vs Tottenham;4328;English Premier League;2016-2017;;Crystal Palace;Tottenham;0;28;1;0;;26/4/2017;19:00:00+00:00;;133632;133616;;;;;;;;;;;no
508989;Man City vs Man United;English Premier League 2017-02-25 Manchester City vs Manchester United;4328;English Premier League;2016-2017;;Manchester City;Manchester United;0;26;0;0;;27/4/2017;19:00:00+00:00;;133613;133612;;;;;;;;;;;no
509071;Sunderland vs Bournemouth;English Premier League 2017-04-29 Sunderland vs Bournemouth;4328;English Premier League;2016-2017;;Sunderland;Bournemouth;0;35;1;0;;29/4/2017;14:00:00+00:00;;133603;134301;;;;;;;;;;;no
509072;Crystal Palace vs Burnley;English Premier League 2017-04-29 Crystal Palace vs Burnley;4328;English Premier League;2016-2017;;Crystal Palace;Burnley;0;35;2;0;;29/4/2017;16:30:00+00:00;;133632;133623;;;;;;;;;;;no
509077;West Brom vs Leicester;English Premier League 2017-04-29 West Brom vs Leicester;4328;English Premier League;2016-2017;;West Brom;Leicester;0;35;1;0;;29/4/2017;14:00:00+00:00;;133611;133626;;;;;;;;;;;no
509079;Southampton vs Hull;English Premier League 2017-04-29 Southampton vs Hull;4328;English Premier League;2016-2017;;Southampton;Hull;0;35;0;0;;29/4/2017;14:00:00+00:00;;134778;133617;;;;;;;;;;;no
509080;Stoke vs West Ham;English Premier League 2017-04-29 Stoke vs West Ham;4328;English Premier League;2016-2017;;Stoke;West Ham;0;35;0;0;;29/4/2017;14:00:00+00:00;;133609;133636;;;;;;;;;;;no
509073;Tottenham vs Arsenal;English Premier League 2017-04-29 Tottenham vs Arsenal;4328;English Premier League;2016-2017;;Tottenham;Arsenal;2;35;0;0;;30/4/2017;15:30:00+00:00;;133616;133604;;;;;;;;;;;no
509074;Everton vs Chelsea;English Premier League 2017-04-29 Everton vs Chelsea;4328;English Premier League;2016-2017;;Everton;Chelsea;0;35;3;0;;30/4/2017;13:05:00+00:00;;133615;133610;;;;;;;;;;;no
509076;Man United vs Swansea;English Premier League 2017-04-29 Manchester United vs Swansea;4328;English Premier League;2016-2017;;Manchester United;Swansea;1;35;1;0;;30/4/2017;11:00:00+00:00;;133612;133614;;;;;;;;;;;no
509078;Middlesbrough vs Man City;English Premier League 2017-04-29 Middlesbrough vs Manchester City;4328;English Premier League;2016-2017;;Middlesbrough;Manchester City;2;35;2;0;;30/4/2017;13:05:00+00:00;;133628;133613;;;;;;;;;;;no
509075;Watford vs Liverpool;English Premier League 2017-04-29 Watford vs Liverpool;4328;English Premier League;2016-2017;;Watford;Liverpool;0;35;1;0;;1/5/2017;19:00:00+00:00;;133624;133602;;;;;;;;;;;no
509082;West Ham vs Tottenham;English Premier League 2017-05-06 West Ham vs Tottenham;4328;English Premier League;2016-2017;;West Ham;Tottenham;1;36;0;0;;5/5/2017;19:00:00+00:00;;133636;133616;;;;;;;;;;;no
509081;Burnley vs West Brom;English Premier League 2017-05-06 Burnley vs West Brom;4328;English Premier League;2016-2017;;Burnley;West Brom;2;36;2;0;;6/5/2017;14:00:00+00:00;;133623;133611;;;;;;;;;;;no
509084;Hull vs Sunderland;English Premier League 2017-05-06 Hull vs Sunderland;4328;English Premier League;2016-2017;;Hull;Sunderland;0;36;2;0;;6/5/2017;14:00:00+00:00;;133617;133603;;;;;;;;;;;no
509085;Leicester vs Watford;English Premier League 2017-05-06 Leicester vs Watford;4328;English Premier League;2016-2017;;Leicester;Watford;3;36;0;0;;6/5/2017;14:00:00+00:00;;133626;133624;;;;;;;;;;;no
509088;Man City vs Crystal Palace;English Premier League 2017-05-06 Manchester City vs Crystal Palace;4328;English Premier League;2016-2017;;Manchester City;Crystal Palace;5;36;0;0;;6/5/2017;11:30:00+00:00;;133613;133632;;;;;;;;;;;no
509089;Bournemouth vs Stoke;English Premier League 2017-05-06 Bournemouth vs Stoke;4328;English Premier League;2016-2017;;Bournemouth;Stoke;2;36;2;0;;6/5/2017;14:00:00+00:00;;134301;133609;;;;;;;;;;;no
509090;Swansea vs Everton;English Premier League 2017-05-06 Swansea vs Everton;4328;English Premier League;2016-2017;;Swansea;Everton;1;36;0;0;;6/5/2017;16:30:00+00:00;;133614;133615;;;;;;;;;;;no
509086;Liverpool vs Southampton;English Premier League 2017-05-06 Liverpool vs Southampton;4328;English Premier League;2016-2017;;Liverpool;Southampton;0;36;0;0;;7/5/2017;12:30:00+00:00;;133602;134778;;;;;;;;;;;no
509087;Arsenal vs Man United;English Premier League 2017-05-06 Arsenal vs Manchester United;4328;English Premier League;2016-2017;;Arsenal;Manchester United;2;36;0;0;;7/5/2017;15:00:00+00:00;;133604;133612;;;;;;;;;;;no
509083;Chelsea vs Middlesbrough;English Premier League 2017-05-06 Chelsea vs Middlesbrough;4328;English Premier League;2016-2017;;Chelsea;Middlesbrough;3;36;0;0;;8/5/2017;19:00:00+00:00;;133610;133628;;;;;;;;;;;no
