events/idEvent,events/idSoccerXML,events/idAPIfootball,events/strEvent,events/strEventAlternate,events/strFilename,events/strSport,events/idLeague,events/strLeague,events/strSeason,events/strDescriptionEN,events/strHomeTeam,events/strAwayTeam,events/intHomeScore,events/intRound,events/intAwayScore,events/intSpectators,events/strOfficial,events/strTimestamp,events/dateEvent,events/dateEventLocal,events/strTime,events/strTimeLocal,events/strTVStation,events/idHomeTeam,events/idAwayTeam,events/intScore,events/intScoreVotes,events/strResult,events/strVenue,events/strCountry,events/strCity,events/strPoster,events/strSquare,events/strFanart,events/strThumb,events/strBanner,events/strMap,events/strTweet1,events/strTweet2,events/strTweet3,events/strVideo,events/strStatus,events/strPostponed,events/strLocked
1153928,,710556,Brentford vs Arsenal,Arsenal @ Brentford,English Premier League 2021-08-13 Brentford vs Arsenal,Soccer,4328,English Premier League,2021-2022,"Premier League newcomer Brentford plays its first-ever game in the division against Arsenal with the Gunners keen to start off on a positive note, after finishing last season 8th and missing out on European soccer for the first time since 1996.",Brentford,Arsenal,2,1,0,,,2021-08-13T19:00:00+00:00,2021-08-13,2021-08-13,19:00:00,20:00:00,,134355,133604,,,,Brentford Community Stadium,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/ods5761626519610.jpg,,,https://twitter.com/premierleague/status/1426286046766108677,,,https://www.youtube.com/watch?v=RJxHDEC-jAk,Match Finished,no,unlocked
1153929,,710557,Burnley vs Brighton,Brighton @ Burnley,English Premier League 2021-08-14 Burnley vs Brighton,Soccer,4328,English Premier League,2021-2022,"After finishing 17th and 16th last season respectively, both Burnley and Brighton and Hove Albion will both be aiming to push on in the new campaign. They begin their seasons at Turf Moor, where last season they shared the points in a 1-1 draw.",Burnley,Brighton,1,1,2,,,2021-08-14T14:00:00+00:00,2021-08-14,2021-08-14,14:00:00,15:00:00,,133623,133619,,,,Turf Moor,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/3i51lw1626519611.jpg,,,https://twitter.com/premierleague/status/1426572812857315328,,,https://www.youtube.com/watch?v=oxLS8DOcw5Y,Match Finished,no,unlocked
1153930,,710558,Chelsea vs Crystal Palace,Crystal Palace @ Chelsea,English Premier League 2021-08-14 Chelsea vs Crystal Palace,Soccer,4328,English Premier League,2021-2022,Last seasons UEFA Champions League winner Chelsea welcomes Crystal Palace to Stamford Bridge on the opening day of the new campaign. The Eagles last won here in April 2017 but have now lost seven straight games against the Blues.,Chelsea,Crystal Palace,3,1,0,,,2021-08-14T14:00:00+00:00,2021-08-14,2021-08-14,14:00:00,15:00:00,,133610,133632,,,,Stamford Bridge,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/w4d6tr1626519611.jpg,,,https://twitter.com/premierleague/status/1426572065667174404,,,https://www.youtube.com/watch?v=cXuUPAl-pWs,Match Finished,no,unlocked
1153931,,710559,Everton vs Southampton,Southampton @ Everton,English Premier League 2021-08-14 Everton vs Southampton,Soccer,4328,English Premier League,2021-2022,"After Carlo Ancelottis shock return to Real Madrid, Everton begins yet another season under new guidance. The Toffees home form was poor last season, can Southampton capitalize to win a league game at Goodison Park for the first time since 1997?",Everton,Southampton,3,1,1,,,2021-08-14T14:00:00+00:00,2021-08-14,2021-08-14,14:00:00,15:00:00,,133615,134778,,,,Goodison Park,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/qzgknp1626519612.jpg,,,https://twitter.com/premierleague/status/1426572355879546885,,,https://www.youtube.com/watch?v=GKulug14C2o,Match Finished,no,unlocked
1153932,,710560,Leicester vs Wolves,Wolves @ Leicester,English Premier League 2021-08-14 Leicester vs Wolves,Soccer,4328,English Premier League,2021-2022,"Leicester City returns to King Power Stadium for the first time since its loss to Tottenham Hotspur last season which saw it miss out on UEFA Champions League soccer. Its opponent, Wolverhampton Wanderers, starts a new era under Bruno Lage.",Leicester,Wolves,1,1,0,,,2021-08-14T14:00:00+00:00,2021-08-14,2021-08-14,14:00:00,15:00:00,,133626,133599,,,,King Power Stadium,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/avq2z71626519612.jpg,,,https://twitter.com/premierleague/status/1426573046270337026,,,https://www.youtube.com/watch?v=_Rqjh1DkSM0,Match Finished,no,unlocked
1153933,,710561,Man United vs Leeds,Leeds @ Man United,English Premier League 2021-08-14 Manchester United vs Leeds,Soccer,4328,English Premier League,2021-2022,"Fierce rivals Manchester United and Leeds United clash in the most eye-watering tie of the opening weekend. It was an eight-goal thriller when they met at Old Trafford last year with United winning 6-2, but Leeds held it to a goalless draw in April.",Manchester United,Leeds,5,1,1,,,2021-08-14T11:30:00+00:00,2021-08-14,2021-08-14,11:30:00,12:30:00,,133612,133635,,,,Old Trafford,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/tkqyup1626519613.jpg,,,https://twitter.com/premierleague/status/1426534450129690625,,,https://www.youtube.com/watch?v=BuiYpgcBznc,Match Finished,no,unlocked
1153935,,710563,Norwich vs Liverpool,Liverpool @ Norwich,English Premier League 2021-08-14 Norwich vs Liverpool,Soccer,4328,English Premier League,2021-2022,"Two years after opening its last Premier League campaign at Anfield, Norwich City hosts Liverpool ahead of a challenging run of fixtures. The Reds are 14 games unbeaten against the Canaries and have not lost an opening day fixture since 2012.",Norwich,Liverpool,0,1,3,,,2021-08-14T16:30:00+00:00,2021-08-14,2021-08-14,16:30:00,17:30:00,,133608,133602,,,,Carrow Road,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/rvu2381626519614.jpg,,,https://twitter.com/premierleague/status/1426609621519712259,,,https://www.youtube.com/watch?v=iuQZKvxMEqQ,Match Finished,no,unlocked
1153937,,710565,Watford vs Aston Villa,Aston Villa @ Watford,English Premier League 2021-08-14 Watford vs Aston Villa,Soccer,4328,English Premier League,2021-2022,Vicarage Road is yet again a Premier League destination as Aston Villa visit Watford on the opening weekend. Troy Deeney and Ismaila Sarr wrapped up a 3-0 victory for the Hornets in the last meeting in Hertfordshire back in 2019.,Watford,Aston Villa,3,1,2,,,2021-08-14T14:00:00+00:00,2021-08-14,2021-08-14,14:00:00,15:00:00,,133624,133601,,,,Vicarage Road,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/21i87z1626519615.jpg,,,https://twitter.com/premierleague/status/1426573657195884549,,,https://www.youtube.com/watch?v=Td9SnUBPx4w,Match Finished,no,unlocked
1153934,,710562,Newcastle vs West Ham,West Ham @ Newcastle,English Premier League 2021-08-15 Newcastle vs West Ham,Soccer,4328,English Premier League,2021-2022,,Newcastle,West Ham,2,1,4,,,2021-08-15T13:00:00+00:00,2021-08-15,2021-08-15,13:00:00,14:00:00,,134777,133636,,,,St. James' Park,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/ms834a1626519613.jpg,,,https://twitter.com/premierleague/status/1426920102444818432,,,https://www.youtube.com/watch?v=FP2hwLpKLaU,Match Finished,no,unlocked
1153936,,710564,Tottenham vs Man City,Man City @ Tottenham,English Premier League 2021-08-15 Tottenham vs Manchester City,Soccer,4328,English Premier League,2021-2022,,Tottenham,Manchester City,1,1,0,,,2021-08-15T15:30:00+00:00,2021-08-15,2021-08-15,15:30:00,16:30:00,,133616,133613,,,,Tottenham Hotspur Stadium,England,,,,,https://www.thesportsdb.com/images/media/event/thumb/td2pcv1626519614.jpg,,,https://twitter.com/premierleague/status/1426957480140197888,,,https://www.youtube.com/watch?v=obCaEDtIurI,Match Finished,no,unlocked
